Unnamed: 0,ID,URL,Type,Label,Content,Image_Name
21,1496749412697227264,https://twitter.com/MisterRockin/status/1496749412697227264,tweet,2,"La #Russia ha attaccato l'#Ucraina su larga scala.
Da #Odessa a #Kiev il rumore assordante della guerra.
#Putin esorta i paesi occidentali a non intromettersi nelle operazioni militari ed invita i #soldati ucraini a consegnare le armi. https://t.co/sv1kZkDSiv",1496749412697227264.jpg
22,1509159553874731009,https://twitter.com/ziggymagenta_d/status/1509159553874731009,tweet,1,"non in guerra, poi in Uk,e poi tiepidamente anche altrove, relegata in qualche trafiletto un po' in ombra: la sera di Natale, il primo Natale di guerra, i soldati al fronte avevano spontanenamente deposto le armi e coi nemici si erano scambiati auguri, cioccolata, sigari. Avevano https://t.co/zwNKYOKXu8",1509159553874731009.jpg
23,1508472943663357963,https://twitter.com/DavidPuente/status/1508472943663357963,tweet,2,"1/ In molti chiedono una verifica sul video dove dei soldati sparano alle gambe dei prigionieri. C'è chi sostiene che sia vero e chi sia una ""false flag"" per accusare gli ucraini di commettere crimini di guerra. Le autorità ucraine annunciato un'indagine, intanto parliamone 🧵👇 https://t.co/qbw6ZGpxqQ",1508472943663357963.jpg
24,1508447167907831808,https://twitter.com/CorriereUmbria/status/1508447167907831808,tweet,2,"Guerra, il video dei soldati russi gambizzati #guerra #Ucraina #Russia  https://t.co/oGXC9sGa7S https://t.co/a46eSXTZaZ",1508447167907831808.jpg
25,1508405429587652608,https://twitter.com/robertam67/status/1508405429587652608,tweet,1,"COSTITUZIONE STRACCIATA
L'Italia ripudia la guerra ma noi mandiamo armi a quelli che gambizzano militari russi prigionieri. Il video mostrato dalla @BILD gira da ieri ma nessun Tg ne ha parlato o lo ha mostrato. La propaganda pro #Zelensky ora è in guai seri
#LicenziamoDraghi https://t.co/c7vTHYVIa8",1508405429587652608.jpg
26,1508394102269820930,https://twitter.com/IV_NOR_/status/1508394102269820930,tweet,1,"@mentecritica Ci sono diverse anomalie in quel video. Ma anche io ho detto (e convengo con lei) che in guerra tutto è possibile (per i motivi da lei elencati). Un elemento della difesa territoriale non ha il ""valore"" di un soldato, sarebbe tecnicamente ""sacrificabile"" a fini propagandistici. https://t.co/FaO9gl29wT",1508394102269820930.jpg
27,1508352213243994113,https://twitter.com/fisco24_info/status/1508352213243994113,tweet,1,"Guerra Ucraina, soldati Russia prigionieri colpiti a gambe: video choc: (Adnkronos) - Kiev annuncia indagine. Secondo i media ucraini, si tratterebbe di un falso https://t.co/UdPP8PVteR https://t.co/u2wfCOrBpM",1508352213243994113.jpg
28,1508138032335106050,https://twitter.com/EAlessandrucci/status/1508138032335106050,tweet,1,E c è chi continua a pensare che la seconda potenza bellica mondiale con continue spinte espansionistiche là si calmi con i fiori sui cannoni … si armi all Ucraina si 2% di incremento perché le armi siano i deterrenti alla guerra https://t.co/XK7P18W20y,1508138032335106050.jpg
29,1508068683192614918,https://twitter.com/ClaudioCapora10/status/1508068683192614918,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
30,1508021272386543618,https://twitter.com/zazoomblog/status/1508021272386543618,tweet,1,Guerra Russia Ucraina un soldato allieta i commilitoni suonando il flauto in un momento di pausa in trincea. Il video - #Guerra #Russia #Ucraina #soldato https://t.co/TD1Vbegh8a https://t.co/3iSD7yit1d,1508021272386543618.jpg
31,1507409939911909378,https://twitter.com/CorriereUmbria/status/1507409939911909378,tweet,2,Guerra in Ucraina: il video del comandante russo investito da un suo soldato  https://t.co/qZA8UkUZuU https://t.co/O30moKryiJ,1507409939911909378.jpg
32,1507356664495812616,https://twitter.com/GameXperienceIT/status/1507356664495812616,tweet,0,"Un video di Arma III scambiato per una scena di guerra tra Russia e Ucraina 

https://t.co/Q4w5x0Ya8s

#GX #game #videogame https://t.co/7mD898t3FP",1507356664495812616.jpg
33,1507336212922748933,https://twitter.com/Vittori70151861/status/1507336212922748933,tweet,1,"L'ambasciatore del presidente Putin a Roma dice,di essere preoccupato per l'invio di armi da parte dell'Italia in Ucraina. Peccato colui,non dice nome del suo presidente Putin e il governo di aver mandato 190,000 soldati per la guerra in Ucraina,non portavano mi fiori👎 https://t.co/qNAi54tBE1",1507336212922748933.jpg
34,1507304488134139915,https://twitter.com/romait_it/status/1507304488134139915,tweet,1,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
35,1506939811487264769,https://twitter.com/cinziaspoletini/status/1506939811487264769,tweet,0,"@fratotolo2 Buffone è inutile che fai i video in strada per far vedere che partecipi alla guerra , stai al calduccio protetto in collegamento è sempre sui social levati quella maglittina e giacchetta da finto soldato solo gli ucraini ci credono, mandi al massacro gente  e vuoi la guerra https://t.co/AgSjg7q4jl",1506939811487264769.jpg
36,1506713363535089675,https://twitter.com/francybonghi/status/1506713363535089675,tweet,1,@borghi_claudio @AlbertoBagnai Dott. Borghi si è creato un clima da stadio per i pro e contro la guerra. Un clima che fa male in particolar modo su chi ha vissuto l’orrore. Belgrado 1999 ministro della difesa Mattarella vice usa Biden i nostri soldati morti di tumore per uso armi Nato. https://t.co/216GQeiu0t,1506713363535089675.jpg
37,1506557865288519680,https://twitter.com/lisadagliocchib/status/1506557865288519680,tweet,3,"Lontano me ne andrò; sul mare e sulla terra, per dire no alla guerra | a quelli che vedrò. Se c'è da versar sangue versate solo il vostro; io non vi seguo più. E se mi troverete, con me non porto armi: coraggio, su, gendarmi, sparate su di me 

🖊️Boris Vian
🎨dal web

#GuerraPace https://t.co/qjPVCjA78d",1506557865288519680.jpg
38,1506553156649594884,https://twitter.com/IariTwitt/status/1506553156649594884,tweet,2,"✍️ Valeria Fraquelli 🇺🇦 La #psicologia e la #propaganda possono essere #fondamentali in #guerra, in una guerra che si combatte non solo con le armi ma anche con le parole, con le immagini e con i video  che ormai sono diventati il nostro pane quotidiano
https://t.co/6O0bCUHviS https://t.co/fvBp2xB1Fn",1506553156649594884.jpg
39,1506184921517215746,https://twitter.com/fisco24_info/status/1506184921517215746,tweet,1,"Guerra Ucraina, Kiev: ""Russia usa armi al fosforo, le prove"" - Video: (Adnkronos) - La denuncia in un video pubblicato online https://t.co/Z4HFtrmHzI https://t.co/xSLMs6aYLs",1506184921517215746.jpg
40,1506172828105666562,https://twitter.com/lisadagliocchib/status/1506172828105666562,tweet,2,"“Il soldato prega più di tutti gli altri per la pace, perché è lui che deve patire e portare le ferite e le cicatrici più profonde della guerra.”  

🖊️Douglas Macarthur
📸 dal web

#GuerraPace https://t.co/FDDmrVgoqn",1506172828105666562.jpg
41,1505812682599026689,https://twitter.com/DisobbedireOra/status/1505812682599026689,tweet,1,@stanzaselvaggia Ma è possibile da essere cosi ciechi da abboccare a tutto ciò che gira sul web? Non c’erano foto o video migliori da mostrare? Io penso proprio che come giornalista (sigh!) avrebbe potuto trovare di meglio per dimostrare le barbarie della guerra. Ad esempio foto vere 👇👇👇 https://t.co/vFMKsjJUJR,1505812682599026689.jpg
42,1505687269440917508,https://twitter.com/FilomenaGallo55/status/1505687269440917508,tweet,1,"Mi spiace tanto..
Non esiste solo la guerra
con ""le armi e le bombe"", ma
innanzitutto la guerra con 
""messaggi di odio, offese
e critiche"" rivolte sui social
contro il Vescovo di Roma.
Preghiamo per il Santo Padre 🙏

Diffondiamo l'amore,
non l'odio.. https://t.co/MmWcC6pnnC",1505687269440917508.jpg
43,1505649424646737926,https://twitter.com/Beppeley/status/1505649424646737926,tweet,3,"La #Vita.
Non la #guerra. 

L'amore del Sole per un fiore.
Non l'odio dell'uomo verso i suoi simili.

Vado in #montagna per sconfiggere la #follia.
E ci riesco ad ogni passo. 
Perché la #natura è la cura. https://t.co/o7xT5thD72",1505649424646737926.jpg
44,1505636511307513857,https://twitter.com/yaeimik/status/1505636511307513857,tweet,2,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
45,1505256177973665792,https://twitter.com/fisco24_info/status/1505256177973665792,tweet,2,"Guerra Ucraina-Russia, il cane 'anti-bomba' in missione - Video: (Adnkronos) - Patron aiuta i soldati a Chernihiv https://t.co/BwrdGCrVFn https://t.co/mMrKvWDq76",1505256177973665792.jpg
46,1505153795755499520,https://twitter.com/galatacla/status/1505153795755499520,tweet,1,"Dall'Ucraina arrivano video con folla in ginocchio lungo percorso corteo funebre di soldati morti in guerra. 1sito tradizionalista cattolico ha spacciato le immagini come omaggio al SSacramento salvato da Xsa bombardata. In effetti, Xsto continua a morire nell'umanità calpestata! https://t.co/1fX6RI4LA2",1505153795755499520.jpg
47,1505082293119033345,https://twitter.com/MarcelloMoscat9/status/1505082293119033345,tweet,0,"uccidete l'amore
ed il chiaro di luna
e i fiori e gli unicorni
e sia la guerra
la fulminea velocità
la potenza futurista
lo schiaffo che risuona
nell'aria dei vili
il fuoco che purifica
l'assenzio che stordisce

e uccidete il futuro
e punk is not death https://t.co/DuhCTV1un3",1505082293119033345.jpg
48,1505079400802533376,https://twitter.com/PandoAnto/status/1505079400802533376,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
49,1504747575957549060,https://twitter.com/fisco24_info/status/1504747575957549060,tweet,2,"Ucraina, soldati morti in guerra: l'omaggio della popolazione - Video: (Adnkronos) - Tutti in ginocchio mentre passano i caduti https://t.co/0Fh0B5tjjA https://t.co/hkMo5vDUzd",1504747575957549060.jpg
50,1504699137983496221,https://twitter.com/CasaLettori/status/1504699137983496221,tweet,2,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
51,1504550237280550912,https://twitter.com/FrancoScarsell2/status/1504550237280550912,tweet,3,"In un intenso video di 9 minuti su Twitter,Arnold Schwarzenegger,parla ai suoi fan e ai soldati russi:”Il vostro governo vi sta mentendo.”E poi si rivolge anche a Putin:”Hai iniziato questa guerra,stai conducendo questa guerra, puoi fermare questa guerra"". https://t.co/xZgRiXZRPs",1504550237280550912.jpg
52,1504542182497206275,https://twitter.com/leonemaschio/status/1504542182497206275,tweet,1,"Bella gente serabuona un ricordo ""Dalla Russia con Amore"" in missione umanitaria da parte del Putin verso la nostra nazione presa dal covid che non sapevano come affrontare che fa  il governo   dei miserabile manda armi e soldati al cocainomane in Ucraina.
@nuvola1000 @Eclissi18 https://t.co/rIlMuLMv32",1504542182497206275.jpg
53,1504245870556069897,https://twitter.com/Anonynewsitaly/status/1504245870556069897,tweet,1,"E la ciliegina sulla torta: ""Il ministero delle Emergenze informa: in #Ucraina sono morti più di 13mila soldati durante la #guerra""

Il sito web non è disponibile con il testo:

Ci scusiamo, la risorsa è momentaneamente non disponibile.
I lavori tecnici sono in corso. #Anonymous https://t.co/9SJxq55CdC",1504245870556069897.jpg
54,1504081128071831563,https://twitter.com/paolinab/status/1504081128071831563,tweet,3,"#Roma  #NoWar #19marzo
h.17.30 via Flavio Stilicone
Disertiamo la #guerra!!
Nessun'arma. Nessun soldato!
#PACE  #disarmo 
#RussiaUkraineConflict https://t.co/WQKBtvOt5w",1504081128071831563.jpg
55,1503430388697513988,https://twitter.com/IrenaDosso/status/1503430388697513988,tweet,2,"POLOŽITE  CVETJE V VAŠE KANONE!  ""Mettete dei fiori nei vostri cannoni"" (slogan del movimento ""Flower power"") e ""Fate l'amore, non la guerra"", che risuonavano in maniera evidente nel periodo della guerra del Vietnam. La ricerca sfrenata della totale libertà era il https://t.co/mJSBavrxxr",1503430388697513988.jpg
56,1503230055404777483,https://twitter.com/angela_aniello/status/1503230055404777483,tweet,2,"L'Amore è più forte di ogni guerra!
In mezzo a tanta devastazione la bellezza dei sentimenti continua a fiorire.
Foto dal web https://t.co/5D0Sz55I2y",1503230055404777483.jpg
57,1503064361497096193,https://twitter.com/fisco24_info/status/1503064361497096193,tweet,2,"Guerra Ucraina-Russia, soldati a caccia di cibo in supermercato - Video: (Adnkronos) - I militari russi cercano viveri https://t.co/J76tqGQWxj https://t.co/USqF7fD7gQ",1503064361497096193.jpg
58,1502987856041558016,https://twitter.com/fisco24_info/status/1502987856041558016,tweet,1,"Guerra Ucraina-Russia, soldati sparano a Kherson - Video: (Adnkronos) - Protesta dei cittadini contro l'occupazione https://t.co/hzJiz57fZc https://t.co/K2kVBxT3qa",1502987856041558016.jpg
59,1502986415767965699,https://twitter.com/sulsitodisimone/status/1502986415767965699,tweet,2,"Guerra Ucraina-Russia, soldati sparano a Kherson - Video https://t.co/K8vR5N86jx https://t.co/Bg8jt6GAla",1502986415767965699.jpg
60,1506552190743236623,https://twitter.com/AntonellaColoru/status/1506552190743236623,tweet,1,"@matteo_bonas Quello che dici è FALSO.
Non è la ""gente che si arrangia come può"".
Quella che vedi è la risposta ""istituzionale"" del governo ucraino a episodi odiosi finché vuoi (lo è anche un bambino che ruba caramelle?), non un episodio estemporaneo.
È barbarie medioevale. https://t.co/8787Ghm3xy",1506552190743236623.jpg
61,1503133485653016579,https://twitter.com/claudiomontar/status/1503133485653016579,tweet,2,"Corpi fuori nel cortile, corpi dentro le stanze. Ucraini, russi, militari, civili.
Tutto appiattito dalla morte

L'opposto delle immagini romantiche degli sposi che vanno in guerra, dei bambini con caramelle e fucile, delle bugie alla partenza per l'invasione. #NonelArena

#NoWar https://t.co/Htfy5czfHa",1503133485653016579.jpg
62,1502960389100818436,https://twitter.com/DianaLanciotti/status/1502960389100818436,tweet,1,"""La bambina con la caramella""... e il fucile!
Sempre più propaganda e sempre meno giornalismo.
Invece di messinscene gli Ucraini hanno bisogno di voci libere. Un accorato appello sul mio sito:
https://t.co/o6b3PMi0Vw 
#iRussiSonoNostriFratelli #gliUcrainiSonoNostriFratelli https://t.co/WsXjrg9oAy",1502960389100818436.jpg
63,1502930311956643843,https://twitter.com/gugudwt/status/1502930311956643843,tweet,1,"“Bambina con la caramella”. 
Questa foto è diventata il simbolo dell’infanzia negata in Ucraina. La bambina di 9 anni, con un lecca lecca e un fucile a doppia canna, ha un’espressione di sfida, che rappresenta la fierezza del popolo ucraino. 

#StopWar https://t.co/PIU0ISZknf",1502930311956643843.jpg
64,1498011846669963275,https://twitter.com/paolobonotorino/status/1498011846669963275,tweet,1,"L'UE una banda d'incapaci di prendere un aereo andare a Mosca e dialogare la pace con Putin , la loro idea armare l' Ucraina per continuare la guerra , questi sono I nostri politici all' UE ....incapaci di difendere i cittadini europei . https://t.co/3e5PXkH575",1498011846669963275.jpg
65,1497994294430507010,https://twitter.com/Armada69895228/status/1497994294430507010,tweet,0,"NON L'AVETE CAPITA,CHE' TANTI SON STATI I BOMBARDAMENTI..DI VARIO TIPO SINO AD ORA,DA PERDERE LA RAGIONE,TANTE VOLTE SCRITTO, PURTROPPO QUESTE ""SIGNORINE E GENTILUOMINIELLI""HANNO DI FATTO DICHIARATO GUERRA A PUTIN E DA BRAVI NAZISTI DI MERDA IN TANTI CHE DA SOLI SI CAGANO SOTTO! https://t.co/CwsFikXbdF",1497994294430507010.jpg
66,1497875947013431300,https://twitter.com/MerloRosario/status/1497875947013431300,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
67,1497857498547695624,https://twitter.com/Lamda04174428/status/1497857498547695624,tweet,1,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
68,1497657779867238401,https://twitter.com/MerloRosario/status/1497657779867238401,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
69,1497598492684046339,https://twitter.com/MerloRosario/status/1497598492684046339,tweet,1,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
70,1497569926281900032,https://twitter.com/Agenparl/status/1497569926281900032,tweet,2,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
71,1497545109017174017,https://twitter.com/MerloRosario/status/1497545109017174017,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
72,1497531527332302850,https://twitter.com/MerloRosario/status/1497531527332302850,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
73,1497346759609171971,https://twitter.com/MerloRosario/status/1497346759609171971,tweet,1,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
74,1497276156378157057,https://twitter.com/Gabriel23322863/status/1497276156378157057,tweet,0,"🔴 QUESTE INVECE SONO OPERAZIONI DI
PACE, SI ESPORTA DEMOCRAZIA VERO CARI IPOCRITI? SE NON SI È IN GRADO DI CONDANNARLE TUTTE SI FA MEGLIO A STARE ZITTI!
MI RIFETISCO IN PARTICOLARE A TUTTI I POLITICI E GIORNALISTI CHE SI SONO DIMENTICATI DELLA GUERRA CIVILE IN ATTO DA 8 ANNI. https://t.co/Re8PblfnPU",1497276156378157057.jpg
75,1497244303025917957,https://twitter.com/Destradipopolo/status/1497244303025917957,tweet,0,"OLENA KOURILO, PROTAGONISTA DELLA FOTO SIMBOLO DEI BOMBARDAMENTI: “VIVERE SOTTO #PUTIN? MAI, MEGLIO MORIRE“

IL VOLTO INSANGUINATO DI UNA VERA PATRIOTA: “SARO’ SEMPRE E SOLO ACCANTO ALLA MIA PATRIA“https://t.co/sX7mUjWEAx Ukraine #Ukraine https://t.co/kEyx4E96pp",1497244303025917957.jpg
76,1497095553813032961,https://twitter.com/lorimilano/status/1497095553813032961,tweet,0,"""PROVATE A CAGARCI IL CAZZO IN QUESTA GUERRA E LE CONSEGUENZE SARANNO DURISSIME"". ANCHE GLI USA, CHE SI SENTONO PADRONI DEL MONDO HANNO UNA PAURA FOTTUTA DELLA MACCHINA BELLICA RUSSA. SE INTERVENGONO SCOPPIA LA 3A GUERRA MONDIALE. #RussiaUkraineConflict #guerraucrania #Guerra https://t.co/nH5inFmsRb",1497095553813032961.jpg
77,1496860852607148042,https://twitter.com/Destradipopolo/status/1496860852607148042,tweet,2,"PIOVONO FISCHI ALLA #SCALA SUL DIRETTORE RUSSO #GERGIEV CHE È SOLIDALE CON #PUTIN
ULTIMATUM DI SALA:“CONDANNI LA GUERRA DI PUTIN O FINE DELLA COLLABORAZIONE”…I COMPLICI DI CRIMINALI VADANO A DIRIGERE L’OPERA DI MOSCA E NON INFANGHINO IL TEATRO DELLA SCALA https://t.co/AvPF5CCsCF https://t.co/169qGYQFWK",1496860852607148042.jpg
78,1496822971935117314,https://twitter.com/bildarte/status/1496822971935117314,tweet,0,"Error: Tweet could not be scraped (Page.wait_for_selector: Timeout 10000ms exceeded.
Call log:
waiting for locator(""[data-testid='tweet']"") to be visible
)",
79,1496798473672265729,https://twitter.com/maelmale/status/1496798473672265729,tweet,0,"L’#UCRAINA BOMBARDA IL #DOMBASS
LA VERITÀ SULL’ORIGINE DELLA GUERRA TRA UCRAINA E RUSSIA IN UN POST  DIRETTAMENTE DAL CAMPO DI BATTAGLIA
L’UCRAINA STA PROVOCANDO LO SCONTRO BOMBARDANDO LE REGIONI CHE VOGLIONO L’INDIPENDENZA PER NON ENTRARE NELLA NATO 
I MEDIA STANNO MENTENDO ⬇️🇷🇺 https://t.co/udJbrnTg2M",1496798473672265729.jpg
80,1496783366959554561,https://twitter.com/paolabocci/status/1496783366959554561,tweet,3,"Stamattina ci siamo svegliati con la guerra. #Putin invade l'#Ucraina, facendo a pezzi ogni ombra di democrazia. L'#Europa intervenga subito senza incertezze e ambiguità, per ricostruire un percorso di pace. #RussiaUkraineConflict https://t.co/TMwRJM3zA7",1496783366959554561.jpg
81,1496748236278833156,https://twitter.com/mariacastiell48/status/1496748236278833156,tweet,0,LA REGINA DEA PACE PRESERVI IL MONDO DALA FOLLIA DELLA GUERRA https://t.co/7BCUFokw2f,1496748236278833156.jpg
82,1509191067895271427,https://twitter.com/Damianodanny1/status/1509191067895271427,tweet,0,CON LA PACE PUTIN   PERSO  3 VOLTE  SE DOVESSE FINIRE DOMANI LA GUERRA VLAD NON RAGGIUNGERÀ  SUOI OBIETTIVI  DICEVA DI NON VOLERSI ISOLARE  A OCCHI  EUROPEI  RUSSIA    SECONDA COREA DEL NORD  ECONOMICAMENTE   FALLIMENTO MILITARE PORTERÀ A INEVITABILE RAFFORZAMENTO DELLA NATO https://t.co/xLSZ20ZAlY,1509191067895271427.jpg
